PhraseId,SentenceId,Phrase,Sentiment
1488,2658,A sentimental mess that never rings true,0
1489,2662,Pompous and garbled .,0
1490,2662,Pompous and garbled,0
1491,2663,A depressingly retrograde,0
1492,2663,depressingly retrograde,0
1493,2663,comedy that takes an astonishingly condescending attitude toward women,0
1494,2663,takes an astonishingly condescending attitude toward women,0
1495,2663,an astonishingly condescending attitude toward women,0
1496,2663,astonishingly condescending attitude,0
1497,2670,mayhem and stupidity,0
1498,2673,is frustratingly unconvincing .,0
1499,2673,frustratingly unconvincing,0
1500,2679,misguided,0
1501,2680,silly -- and gross --,0
1502,2680,gross,0
1503,2680,as moronic as some campus gross-out films,0
1504,2680,as moronic as some campus,0
1505,2680,moronic as some campus,0
1506,2680,moronic,0
1507,2687,surrounded by 86 minutes of overly-familiar and poorly-constructed comedy .,0
1508,2687,by 86 minutes of overly-familiar and poorly-constructed comedy,0
1509,2687,of overly-familiar and poorly-constructed comedy,0
1510,2687,and poorly-constructed comedy,0
1511,2691,car-wreck,0
1512,2692,A humorless journey into a philosophical void .,0
1513,2699,ranges from bad,0
1514,2705,This long and relentlessly saccharine film is a clear case of preaching to the converted .,0
1515,2705,long and relentlessly saccharine film,0
1516,2705,long and relentlessly saccharine,0
1517,2709,You 'll find yourself wishing that you and they were in another movie .,0
1518,2709,'ll find yourself wishing that you and they were in another movie,0
1519,2709,find yourself wishing that you and they were in another movie,0
1520,2716,film that loses sight of its own story .,0
1521,2716,loses sight of its own story,0
1522,2721,a black man getting humiliated by a pack of dogs who are smarter than him,0
1523,2722,I 'm not sure which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control projectile or my own tortured psyche .,0
1524,2722,'m not sure which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control projectile or my own tortured psyche .,0
1525,2722,sure which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control projectile or my own tortured psyche,0
1526,2723,We do n't get paid enough to sit through crap like this .,0
1527,2723,do n't get paid enough to sit through crap like this .,0
1528,2723,get paid enough to sit through crap like this,0
1529,2723,paid enough to sit through crap like this,0
1530,2723,sit through crap like this,0
1531,2723,through crap like this,0
1532,2723,crap like this,0
1533,2743,Where 's the movie here ?,0
1534,2747,unbearably dull,0
1535,2747,both shallow and dim-witted,0
1536,2747,shallow and dim-witted,0
1537,2760,represents Adam Sandler 's latest attempt to dumb down the universe .,0
1538,2760,to dumb down the universe,0
1539,2763,truly bad,0
1540,2767,Poor Ben Bratt could n't find stardom if MapQuest emailed him point-to-point driving directions .,0
1541,2767,could n't find stardom if MapQuest emailed him point-to-point driving directions .,0
1542,2767,could n't find stardom if MapQuest emailed him point-to-point driving directions,0
1543,2768,neither can I think of a very good reason to rush right out and see it,0
1544,2769,it actually hurts to watch .,0
1545,2769,actually hurts to watch .,0
1546,2770,potentially trite and overused,0
1547,2778,its committed dumbness,0
1548,2778,committed dumbness,0
1549,2783,Koepp 's screenplay is n't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own .,0
1550,2785,A derivative collection of horror and sci-fi cliches .,0
1551,2787,is offset by the sheer ugliness of everything else,0
1552,2787,the sheer ugliness,0
1553,2788,suffers because it does n't have enough vices to merit its 103-minute length,0
1554,2789,tortuous,0
1555,2790,... hypnotically dull .,0
1556,2790,hypnotically dull .,0
1557,2794,are less than adorable,0
1558,2798,It 's Pauly Shore awful .,0
1559,2798,'s Pauly Shore awful .,0
1560,2798,'s Pauly Shore awful,0
1561,2798,Pauly Shore awful,0
1562,2805,comedy Death,0
1563,2805,a movie without an apparent audience,0
1564,2809,... overly melodramatic ...,0
1565,2810,are terribly wasted .,0
1566,2816,The latest Adam Sandler assault and possibly the worst film of the year .,0
1567,2816,The latest Adam Sandler assault and possibly the worst film of the year,0
1568,2816,Adam Sandler assault and possibly the worst film,0
1569,2816,possibly the worst film,0
1570,2818,only so much baked cardboard I need to chew,0
1571,2818,only so much baked cardboard,0
1572,2819,A full-frontal attack on audience patience .,0
1573,2821,know the picture is in trouble .,0
1574,2823,A word of advice to the makers of The Singles Ward : Celebrity cameos do not automatically equal laughs .,0
1575,2823,Celebrity cameos do not automatically equal laughs .,0
1576,2825,is a film living far too much in its own head,0
1577,2825,a film living far too much in its own head,0
1578,2825,living far too much in its own head,0
1579,2828,is technically sophisticated in the worst way,0
1580,2847,is ironically muted by the very people who are intended to make it shine,0
1581,2848,be hard put to find a movie character more unattractive or odorous -LRB- than Leon -RRB-,0
1582,2848,find a movie character more unattractive or odorous -LRB- than Leon -RRB-,0
1583,2848,unattractive or odorous,0
1584,2849,Dismally dull sci-fi comedy .,0
1585,2850,Never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .,0
1586,2862,gags and,0
1587,2865,uni-dimensional nonsense machine,0
1588,2875,Everything was as superficial as the forced New Jersey lowbrow accent Uma had .,0
1589,2877,it drags during its 112-minute length,0
1590,2877,drags during its 112-minute length,0
1591,2879,promises a new kind of high but delivers the same old bad trip,0
1592,2879,delivers the same old bad trip,0
1593,2882,Aggravating and tedious .,0
1594,2882,Aggravating and tedious,0
1595,2885,Starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other Hollywood-action cliches .,0
1596,2892,It 's as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet ? '',0
1597,2892,'s as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet ? '',0
1598,2892,'s as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet,0
1599,2892,as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet,0
1600,2892,if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet,0
1601,2892,a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet,0
1602,2892,spent the duration of the film 's shooting schedule waiting to scream,0
1603,2893,has the same sledgehammer appeal as Pokemon videos,0
1604,2893,induces headaches,0
1605,2901,it lacks in outright newness,0
1606,2906,so it 's not a brilliant piece of filmmaking,0
1607,2913,greatest mistake,0
1608,2918,is a flop with the exception of about six gags that really work .,0
1609,2918,a flop with the exception of about six gags that really work,0
1610,2918,a flop,0
1611,2925,The problem is the needlessly poor quality of its archival prints and film footage .,0
1612,2925,is the needlessly poor quality of its archival prints and film footage,0
1613,2925,the needlessly poor quality,0
1614,2925,needlessly poor quality,0
1615,2925,poor quality,0
1616,2926,Fulfills the minimum requirement of Disney animation,0
1617,2927,Yu clearly hopes to camouflage how bad his movie is .,0
1618,2927,clearly hopes to camouflage how bad his movie is .,0
1619,2927,hopes to camouflage how bad his movie is .,0
1620,2927,hopes to camouflage how bad his movie is,0
1621,2927,to camouflage how bad his movie is,0
1622,2927,camouflage how bad his movie is,0
1623,2927,how bad his movie is,0
1624,2931,pathetic,0
1625,2935,are rolling over in their graves,0
1626,2935,rolling over in their graves,0
1627,2941,pure over-the-top trash,0
1628,2944,I hate the feeling of having been slimed in the name of High Art .,0
1629,2944,hate the feeling of having been slimed in the name of High Art .,0
1630,2944,the feeling of having been slimed in the name of High Art,0
1631,2945,The catch is that they 're stuck with a script that prevents them from firing on all cylinders .,0
1632,2945,stuck with a script that prevents them from firing on all cylinders,0
1633,2955,The movie slides downhill as soon as macho action conventions assert themselves .,0
1634,2955,slides downhill as soon as macho action conventions assert themselves .,0
1635,2957,jerky,0
1636,2958,wearisome,0
1637,2960,goes off the rails in its final 10 or 15 minutes,0
1638,2962,The Weight of Water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness .,0
1639,2962,comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness,0
1640,2962,a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness,0
1641,2962,that stalls in its lackluster gear of emotional blandness,0
1642,2962,in its lackluster gear of emotional blandness,0
1643,2962,its lackluster gear of emotional blandness,0
1644,2965,Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling 's marvelous series into a deadly bore .,0
1645,2965,finds a way to make J.K. Rowling 's marvelous series into a deadly bore .,0
1646,2965,a way to make J.K. Rowling 's marvelous series into a deadly bore,0
1647,2965,way to make J.K. Rowling 's marvelous series into a deadly bore,0
1648,2965,to make J.K. Rowling 's marvelous series into a deadly bore,0
1649,2965,into a deadly bore,0
1650,2965,a deadly bore,0
1651,2965,deadly bore,0
1652,2967,is a mess .,0
1653,2970,A clumsily manufactured exploitation flick,0
1654,2976,There 's no energy .,0
1655,2977,Crossroads comes up shorter than Britney 's cutoffs .,0
1656,2977,comes up shorter than Britney 's cutoffs,0
1657,2979,Ice Age does n't have some fairly pretty pictures,0
1658,2979,there 's not enough substance in the story to actually give them life,0
1659,2980,call it classicism or be exasperated by a noticeable lack of pace,0
1660,2980,be exasperated by a noticeable lack of pace,0
1661,2989,manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves,0
1662,2994,... lies a plot cobbled together from largely flat and uncreative moments .,0
1663,2994,a plot cobbled together from largely flat and uncreative moments,0
1664,2994,cobbled together from largely flat and uncreative moments,0
1665,2994,from largely flat and uncreative moments,0
1666,2999,is of Brian De Palma 's addiction to the junk-calorie suspense tropes that have all but ruined his career,0
1667,3001,a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome .,0
1668,3001,a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome,0
1669,3001,a terrible adaptation,0
1670,3001,terrible adaptation,0
1671,3001,a play that only ever walked the delicate tightrope between farcical and loathsome,0
1672,3001,between farcical and loathsome,0
1673,3001,farcical and loathsome,0
1674,3004,soured me on The Santa Clause 2 was that Santa bumps up against 21st century reality so hard,0
1675,3004,icky,0
1676,3008,leaves something to be desired .,0
1677,3009,A bad movie that happened to good actors .,0
1678,3009,A bad movie that,0
1679,3009,A bad movie,0
1680,3010,It 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over,0
1681,3010,'s a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over,0
1682,3010,a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over,0
1683,3010,when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over,0
1684,3010,you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over,0
1685,3010,'re rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over,0
1686,3010,hurry up and get to its subjects ' deaths just so the documentary will be over,0
1687,3010,uncompelling,0
1688,3012,the cinematography is atrocious,0
1689,3015,Sade achieves the near-impossible : It turns the Marquis de Sade into a dullard .,0
1690,3016,skip the film and pick up the soundtrack,0
1691,3016,skip the film and,0
1692,3025,This is one baaaaaaaaad movie .,0
1693,3025,is one baaaaaaaaad movie .,0
1694,3025,is one baaaaaaaaad movie,0
1695,3025,one baaaaaaaaad movie,0
1696,3025,baaaaaaaaad movie,0
1697,3025,baaaaaaaaad,0
1698,3031,work in something that does n't feel like a half-baked stand-up routine,0
1699,3033,to sit through than most of Jaglom 's self-conscious and gratingly irritating films,0
1700,3043,But one thing 's for sure : It never comes close to being either funny or scary .,0
1701,3043,It never comes close to being either funny or scary,0
1702,3043,never comes close to being either funny or scary,0
1703,3046,fall dreadfully short,0
1704,3048,is so prolonged and boring it is n't even close to being the barn-burningly bad movie it promised it would be .,0
1705,3048,is so prolonged and boring it is n't even close to being the barn-burningly bad movie it promised it would be,0
1706,3048,is so prolonged and boring,0
1707,3048,so prolonged and boring,0
1708,3048,prolonged and boring,0
1709,3048,even close to being the barn-burningly bad movie it promised it would be,0
1710,3048,to being the barn-burningly bad movie it promised it would be,0
1711,3048,being the barn-burningly bad movie it promised it would be,0
1712,3048,the barn-burningly bad movie,0
1713,3049,Viewers will need all the luck they can muster just figuring out who 's who in this pretentious mess .,0
1714,3049,will need all the luck they can muster just figuring out who 's who in this pretentious mess,0
1715,3049,need all the luck they can muster just figuring out who 's who in this pretentious mess,0
1716,3049,in this pretentious mess,0
1717,3051,is intriguing but quickly becomes distasteful and downright creepy .,0
1718,3051,quickly becomes distasteful and downright creepy,0
1719,3051,distasteful and downright creepy,0
1720,3051,distasteful,0
1721,3052,plodding picture,0
1722,3053,drag it down to mediocrity --,0
1723,3053,drag it down to mediocrity,0
1724,3056,do justice to the awfulness of the movie,0
1725,3056,to the awfulness of the movie,0
1726,3068,A sluggish pace and lack of genuine narrative,0
1727,3069,ultimately insignificant,0
1728,3070,that are all too abundant when human hatred spews forth unchecked,0
1729,3070,when human hatred spews forth unchecked,0
1730,3070,human hatred spews forth unchecked,0
1731,3070,spews forth unchecked,0
1732,3078,look as if it were being shown on the projection television screen of a sports bar,0
1733,3089,I do n't blame Eddie Murphy but should n't Owen Wilson know a movie must have a story and a script ?,0
1734,3090,a boring movie,0
1735,3090,boring man,0
1736,3102,is easily as bad at a fraction the budget,0
1737,3102,bad at a fraction the budget,0
1738,3103,cliches and pat storytelling,0
1739,3111,turns a potentially interesting idea into an excruciating film school experience that plays better only for the film 's publicists or for people who take as many drugs as the film 's characters,0
1740,3111,into an excruciating film,0
1741,3111,an excruciating film,0
1742,3111,plays better only for the film 's publicists or for people who take as many drugs as the film 's characters,0
1743,3120,totally unnecessary prologue,0
1744,3131,It 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy . ',0
1745,3131,It 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy,0
1746,3131,not smart,0
1747,3132,There are many definitions of ` time waster ' but this movie must surely be one of them .,0
1748,3132,There are many definitions of ` time waster ' but this movie must surely be one of them,0
1749,3132,many definitions of ` time waster ',0
1750,3135,nothing original in the way of slapstick sequences,0
1751,3137,little sticky and unsatisfied,0
1752,3148,totally weirded - out by the notion of cinema,0
1753,3149,Imagine -LRB- if possible -RRB- a Pasolini film without passion or politics,0
1754,3149,without beauty or humor,0
1755,3156,blasphemous and nonsensical,0
1756,3157,The movie is virtually without context -- journalistic or historical .,0
1757,3157,is virtually without context -- journalistic or historical .,0
1758,3161,how horrible,0
1759,3162,making the ambiguous ending seem goofy rather than provocative,0
1760,3163,genres that just does n't work,0
1761,3168,would be over in five minutes but instead the plot,0
1762,3169,tonally uneven,0
1763,3172,downer,0
1764,3174,nothing new,0
1765,3178,the film is deadly dull,0
1766,3178,is deadly dull,0
1767,3189,In addition to sporting one of the worst titles in recent cinematic history,0
1768,3189,addition to sporting one of the worst titles in recent cinematic history,0
1769,3189,to sporting one of the worst titles in recent cinematic history,0
1770,3189,one of the worst titles in recent cinematic history,0
1771,3189,of the worst titles in recent cinematic history,0
1772,3189,the worst titles in recent cinematic history,0
1773,3189,the worst titles,0
1774,3189,worst titles,0
1775,3195,her real-life persona is so charmless and vacant,0
1776,3201,A movie version of a paint-by-numbers picture .,0
1777,3201,A movie version of a paint-by-numbers picture,0
1778,3220,is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes,0
1779,3220,seems twice as long as its 83 minutes,0
1780,3228,A waste,0
1781,3231,bore most audiences,0
1782,3232,Star Trek : Nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there 's nothing to drink .,0
1783,3233,lackluster at best,0
1784,3236,with the sloppy slapstick comedy,0
1785,3237,like a mere disease-of - the-week TV movie,0
1786,3237,a mere disease-of - the-week TV movie,0
1787,3238,has the dubious distinction of being a really bad imitation of the really bad Blair Witch Project,0
1788,3238,the dubious distinction of being a really bad imitation of the really bad Blair Witch Project,0
1789,3238,of being a really bad imitation of the really bad Blair Witch Project,0
1790,3238,being a really bad imitation of the really bad Blair Witch Project,0
1791,3238,a really bad imitation,0
1792,3238,really bad imitation,0
1793,3238,really bad,0
1794,3238,the really bad Blair Witch Project,0
1795,3238,really bad Blair Witch Project,0
1796,3239,A very depressing movie of many missed opportunities .,0
1797,3239,A very depressing movie,0
1798,3239,very depressing movie,0
1799,3240,bad idea,0
1800,3243,all this contrived nonsense a bit,0
1801,3243,contrived nonsense,0
1802,3245,K-19 sinks to a Harrison Ford low .,0
1803,3246,a rather poor imitation,0
1804,3257,But the movie that does n't really deliver for country music fans or for family audiences,0
1805,3260,a stumblebum,0
1806,3267,Bloody Sunday lacks in clarity,0
1807,3268,Pokemon 4Ever practically assures that the pocket monster movie franchise is nearly ready to keel over,0
1808,3274,long bore .,0
1809,3280,Writer-director Randall Wallace has bitten off more than he or anyone else could chew,0
1810,3280,his movie veers like a drunken driver through heavy traffic,0
1811,3280,veers like a drunken driver through heavy traffic,0
1812,3282,it were any more of a turkey,0
1813,3283,discomfort and embarrassment,0
1814,3284,has all the same problems the majority of action comedies have .,0
1815,3291,to create images you wish you had n't seen,0
1816,3291,you wish you had n't seen,0
1817,3293,The milieu is wholly unconvincing ... and the histrionics reach a truly annoying pitch,0
1818,3293,a truly annoying pitch,0
1819,3293,truly annoying pitch,0
1820,3294,the movie itself seems to have been made under the influence of Rohypnol,0
1821,3294,seems to have been made under the influence of Rohypnol,0
1822,3294,made under the influence of Rohypnol,0
1823,3298,An awkwardly garish showcase that diverges from anything remotely probing or penetrating .,0
1824,3300,ultimately comes off as a pale successor .,0
1825,3300,comes off as a pale successor .,0
1826,3301,... bibbidy-bobbidi-bland .,0
1827,3301,bibbidy-bobbidi-bland .,0
1828,3301,bibbidy-bobbidi-bland,0
1829,3307,a bad sign when they 're supposed to be having a collective heart attack,0
1830,3310,Extremely bad .,0
1831,3310,Extremely bad,0
1832,3311,The somber pacing and lack of dramatic fireworks make Green Dragon seem more like medicine than entertainment .,0
1833,3316,It 's obvious -LRB- Je-Gyu is -RRB- trying for poetry ; what he gets instead has all the lyricism of a limerick scrawled in a public restroom,0
1834,3317,to the point of ridiculousness,0
1835,3317,the point of ridiculousness,0
1836,3318,a disaster of a story,0
1837,3318,a disaster,0
1838,3318,full of holes and completely lacking in chills,0
1839,3318,holes and completely lacking in chills,0
1840,3319,under-inspired,0
1841,3321,'re never quite sure where self-promotion ends and the truth begins,0
1842,3323,a huge disappointment coming,0
1843,3323,huge disappointment coming,0
1844,3323,disappointment coming,0
1845,3325,self-conscious art drivel,0
1846,3325,without a glimmer of intelligence or invention,0
1847,3326,is ultimately scuttled by a plot that 's just too boring and obvious,0
1848,3326,by a plot that 's just too boring and obvious,0
1849,3326,that 's just too boring and obvious,0
1850,3326,'s just too boring and obvious,0
1851,3326,too boring and obvious,0
1852,3330,and artistically inept,0
1853,3333,It 's a loathsome movie,0
1854,3333,a loathsome movie,0
1855,3333,loathsome movie,0
1856,3333,it makes absolutely no sense,0
1857,3333,makes absolutely no sense,0
1858,3338,absurdities and inconsistencies,0
1859,3342,dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention,0
1860,3342,as the tiresome rant of an aging filmmaker still thumbing his nose at convention,0
1861,3344,stillborn except as a harsh conceptual exercise,0
1862,3366,The thing just never gets off the ground .,0
1863,3366,just never gets off the ground .,0
1864,3366,never gets off the ground .,0
1865,3372,has dulled your senses faster and deeper than any recreational drug on the market,0
1866,3374,McTiernan 's remake may be lighter on its feet -- the sober-minded original was as graceful as a tap-dancing rhino -- but it is just as boring and as obvious,0
1867,3374,-- the sober-minded original was as graceful as a tap-dancing rhino --,0
1868,3374,is just as boring and as obvious,0
1869,3376,one of the saddest action hero performances ever witnessed,0
1870,3376,the saddest action hero performances ever witnessed,0
1871,3376,saddest action hero performances,0
1872,3376,saddest,0
1873,3379,could pass for a thirteen-year-old 's book report on the totalitarian themes of 1984 and Farenheit 451,0
1874,3379,pass for a thirteen-year-old 's book report on the totalitarian themes of 1984 and Farenheit 451,0
1875,3380,And it 's harder still to believe that anyone in his right mind would want to see the it .,0
1876,3380,it 's harder still to believe that anyone in his right mind would want to see the it .,0
1877,3380,'s harder still to believe that anyone in his right mind would want to see the it .,0
1878,3380,'s harder still to believe that anyone in his right mind would want to see the it,0
1879,3380,still to believe that anyone in his right mind would want to see the it,0
1880,3380,that anyone in his right mind would want to see the it,0
1881,3381,stupid and pointless,0
1882,3384,through this mess,0
1883,3388,the film is not entirely successful,0
1884,3390,have that same option to slap her creators because they 're clueless and inept,0
1885,3390,option to slap her creators because they 're clueless and inept,0
1886,3390,because they 're clueless and inept,0
1887,3390,'re clueless and inept,0
1888,3394,it is a failure .,0
1889,3394,is a failure .,0
1890,3394,is a failure,0
1891,3394,a failure,0
1892,3394,failure,0
1893,3407,being surprisingly dull,0
1894,3409,the film seems as deflated as he does,0
1895,3410,Reign of Fire is hardly the most original fantasy film ever made,0
1896,3413,90 punitive minutes,0
1897,3415,lacking about everything,0
1898,3417,to this shocking testament to anti-Semitism and neo-fascism,0
1899,3422,Derailed by bad writing and possibly also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone .,0
1900,3422,Derailed by bad writing,0
1901,3422,bad writing,0
1902,3426,The only entertainment you 'll derive from this choppy and sloppy affair will be from unintentional giggles -- several of them .,0
1903,3426,The only entertainment you 'll derive from this choppy and sloppy affair,0
1904,3426,'ll derive from this choppy and sloppy affair,0
1905,3426,derive from this choppy and sloppy affair,0
1906,3426,from this choppy and sloppy affair,0
1907,3426,this choppy and sloppy affair,0
1908,3426,choppy and sloppy,0
1909,3426,will be from unintentional giggles -- several of them .,0
1910,3431,There is n't one moment in the film that surprises or delights .,0
1911,3431,is n't one moment in the film that surprises or delights .,0
1912,3431,is n't one moment in the film that surprises or delights,0
1913,3435,do n't think most of the people who loved the 1989 Paradiso will prefer this new version,0
1914,3437,he needs to pull his head out of his butt,0
1915,3437,needs to pull his head out of his butt,0
1916,3437,pull his head out of his butt,0
1917,3446,derived from a lobotomy,0
1918,3449,milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title,0
1919,3449,a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title,0
1920,3449,manages to be even worse than its title,0
1921,3449,to be even worse than its title,0
1922,3449,be even worse than its title,0
1923,3449,even worse than its title,0
1924,3450,One of the most depressing movie-going experiences I can think of,0
1925,3450,the most depressing movie-going experiences I can think of,0
1926,3450,most depressing movie-going experiences,0
1927,3450,is to sit through about 90 minutes of a so-called ` comedy ' and not laugh once .,0
1928,3450,to sit through about 90 minutes of a so-called ` comedy ' and not laugh once,0
1929,3450,sit through about 90 minutes of a so-called ` comedy ' and not laugh once,0
1930,3450,sit through about 90 minutes of a so-called ` comedy ' and not laugh,0
1931,3450,through about 90 minutes of a so-called ` comedy ' and not laugh,0
1932,3451,This remake of Lina Wertmuller 's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since John and Bo Derek made the ridiculous Bolero,0
1933,3451,This remake of Lina Wertmuller 's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since John and,0
1934,3451,This remake of Lina Wertmuller 's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since John,0
1935,3451,be the biggest husband-and-wife disaster since John,0
1936,3451,the biggest husband-and-wife disaster since John,0
1937,3457,found myself growing more and more frustrated and detached as Vincent became more and more abhorrent .,0
1938,3461,The fact that it is n't very good,0
1939,3461,it is n't very good,0
1940,3478,Rarely does a film so graceless and devoid of merit as this one come along .,0
1941,3478,does a film so graceless and devoid of merit as this one come along .,0
1942,3478,does a film so graceless and devoid of merit as this one come along,0
1943,3478,a film so graceless and devoid of merit as this one come along,0
1944,3478,so graceless and devoid,0
1945,3489,is oppressively heavy .,0
1946,3489,oppressively heavy,0
1947,3493,a bad sign when directors abandon their scripts and go where the moment takes them,0
1948,3495,trash-cinema,0
1949,3496,bludgeoning the audience over the head,0
1950,3501,comes to resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries,0
1951,3505,the material is so second-rate,0
1952,3509,Pair that with really poor comedic writing ... and you 've got a huge mess .,0
1953,3509,Pair that with really poor comedic writing ... and you 've got a huge mess,0
1954,3509,Pair that with really poor comedic writing ...,0
1955,3509,that with really poor comedic writing,0
1956,3509,a huge mess,0
1957,3509,huge mess,0
1958,3514,Putting the primitive murderer inside a high-tech space station unleashes a Pandora 's Box of special effects that run the gamut from cheesy to cheesier to cheesiest,0
1959,3514,a Pandora 's Box of special effects that run the gamut from cheesy to cheesier to cheesiest,0
1960,3514,of special effects that run the gamut from cheesy to cheesier to cheesiest,0
1961,3514,run the gamut from cheesy to cheesier to cheesiest,0
1962,3515,The sinister inspiration that fuelled DeVito 's early work is confused in Death to Smoochy into something both ugly and mindless .,0
1963,3515,is confused in Death to Smoochy into something both ugly and mindless,0
1964,3515,ugly and mindless,0
1965,3522,An awful snooze .,0
1966,3522,awful snooze .,0
1967,3522,snooze,0
1968,3531,is 75 wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie .,0
1969,3531,is 75 wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie,0
1970,3531,75 wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie,0
1971,3531,wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie,0
1972,3531,the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie,0
1973,3543,so uncool the only thing missing is the `` Gadzooks ! '',0
1974,3546,Going to this movie is a little like chewing whale blubber,0
1975,3546,is a little like chewing whale blubber,0
1976,3547,tiresomely simpleminded,0
1977,3552,a sense-of-humour failure,0
1978,3552,does not deserve to go down with a ship as leaky as this .,0
1979,3552,does not deserve to go down with a ship as leaky as this,0
1980,3552,deserve to go down with a ship as leaky as this,0
1981,3552,go down with a ship as leaky as this,0
1982,3552,go down with a ship as leaky,0
1983,3554,own staggeringly unoriginal terms,0
1984,3555,An already thin story boils down to surviving invaders seeking an existent anti-virus .,0
1985,3557,This thing is just garbage .,0
1986,3557,is just garbage .,0
1987,3557,is just garbage,0
1988,3558,monotony,0
1989,3568,Stinks from start,0
1990,3568,like a wet burlap sack of gloom,0
1991,3569,Cletis Tout might inspire a trip to the video store -- in search of a better movie experience .,0
1992,3569,might inspire a trip to the video store -- in search of a better movie experience,0
1993,3569,inspire a trip to the video store -- in search of a better movie experience,0
1994,3571,looking for a return ticket,0
1995,3574,super-stupid,0
1996,3575,Showtime eventually folds under its own thinness .,0
1997,3575,folds under its own thinness,0
1998,3576,how thoroughly unrewarding all of this,0
1999,3576,thoroughly unrewarding all of this,0
2000,3576,unrewarding,0
2001,3580,Eckstraordinarily lame and Severely,0
2002,3581,Dramatically lackluster .,0
2003,3588,Clockstoppers if you have nothing better to do with 94 minutes,0
2004,3588,you have nothing better to do with 94 minutes,0
2005,3594,to a boatload of screenwriting cliches that sink it faster than a leaky freighter,0
2006,3594,screenwriting cliches that sink it faster than a leaky freighter,0
2007,3594,cliches that sink it faster than a leaky freighter,0
2008,3597,be impossible to sit through,0
2009,3597,impossible to sit through,0
2010,3599,wastes its time on mood rather than,0
2011,3599,wastes its time,0
2012,3607,As steamy as last week 's pork dumplings .,0
2013,3625,A half-assed film .,0
2014,3625,half-assed film .,0
2015,3626,paint-by-number American blockbusters like Pearl Harbor,0
2016,3627,The cumulative effect of the movie is repulsive and depressing .,0
2017,3627,is repulsive and depressing,0
2018,3627,repulsive and depressing,0
2019,3627,repulsive and,0
2020,3627,repulsive,0
2021,3634,Most of the storylines feel like time fillers between surf shots .,0
2022,3635,because I had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration,0
2023,3635,I had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration,0
2024,3635,had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration,0
2025,3635,a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration,0
2026,3635,serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration,0
2027,3635,to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration,0
